treeid,datetime,F_kN,strap_ht_m,tilt,diam_cm
GP028,2020-07-29T16:29:14Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:15Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:16Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:17Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:18Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:19Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:20Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:21Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:22Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:23Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:24Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:25Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:26Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:27Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:28Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:29Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:30Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:31Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:32Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:33Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:34Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:35Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:36Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:37Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:38Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:39Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:40Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:41Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:42Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:43Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:44Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:45Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:46Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:47Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:48Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:49Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:50Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:51Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:52Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:53Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:54Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:55Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:56Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:57Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:58Z,NA,4.8,0,20.2
GP028,2020-07-29T16:29:59Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:00Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:01Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:02Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:03Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:04Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:05Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:06Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:07Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:08Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:09Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:10Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:11Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:12Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:13Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:14Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:15Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:16Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:17Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:18Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:19Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:20Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:21Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:22Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:23Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:24Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:25Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:26Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:27Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:28Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:29Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:30Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:31Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:32Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:33Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:34Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:35Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:36Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:37Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:38Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:39Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:40Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:41Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:42Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:43Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:44Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:45Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:46Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:47Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:48Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:49Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:50Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:51Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:52Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:53Z,NA,4.8,0,20.2
GP028,2020-07-29T16:30:54Z,NA,4.8,0.2,20.2
GP028,2020-07-29T16:30:55Z,NA,4.8,0.2,20.2
GP028,2020-07-29T16:30:56Z,NA,4.8,0.3,20.2
GP028,2020-07-29T16:30:57Z,NA,4.8,0.3,20.2
GP028,2020-07-29T16:30:58Z,NA,4.8,0.3,20.2
GP028,2020-07-29T16:30:59Z,NA,4.8,0.3,20.2
GP028,2020-07-29T16:31:00Z,NA,4.8,0.3,20.2
GP028,2020-07-29T16:31:01Z,NA,4.8,0.3,20.2
GP028,2020-07-29T16:31:02Z,NA,4.8,0.4,20.2
GP028,2020-07-29T16:31:03Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:04Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:05Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:06Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:07Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:08Z,NA,4.8,0.7,20.2
GP028,2020-07-29T16:31:09Z,NA,4.8,0.6,20.2
GP028,2020-07-29T16:31:10Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:11Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:12Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:13Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:14Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:15Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:16Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:17Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:18Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:19Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:20Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:21Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:22Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:23Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:24Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:25Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:26Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:27Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:28Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:29Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:30Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:31Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:32Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:33Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:34Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:35Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:36Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:37Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:38Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:39Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:40Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:41Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:42Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:43Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:44Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:45Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:46Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:47Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:48Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:49Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:50Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:51Z,NA,4.8,0.5,20.2
GP028,2020-07-29T16:31:52Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:31:53Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:31:54Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:31:55Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:31:56Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:31:57Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:31:58Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:31:59Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:00Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:01Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:02Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:03Z,1.35,4.8,0.5,20.2
GP028,2020-07-29T16:32:04Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:05Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:06Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:07Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:08Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:09Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:10Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:11Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:12Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:13Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:14Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:15Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:16Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:17Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:18Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:19Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:20Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:21Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:22Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:23Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:24Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:25Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:26Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:27Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:28Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:29Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:30Z,1.4,4.8,0.5,20.2
GP028,2020-07-29T16:32:31Z,1.45,4.8,0.5,20.2
GP028,2020-07-29T16:32:32Z,1.5,4.8,0.5,20.2
GP028,2020-07-29T16:32:33Z,1.5,4.8,0.5,20.2
GP028,2020-07-29T16:32:34Z,1.6,4.8,0.5,20.2
GP028,2020-07-29T16:32:35Z,1.85,4.8,0.7,20.2
GP028,2020-07-29T16:32:36Z,2.25,4.8,0.8,20.2
GP028,2020-07-29T16:32:37Z,2.6,4.8,1.1,20.2
GP028,2020-07-29T16:32:38Z,3,4.8,1.3,20.2
GP028,2020-07-29T16:32:39Z,3.1,4.8,1.3,20.2
GP028,2020-07-29T16:32:40Z,3.7,4.8,1.6,20.2
GP028,2020-07-29T16:32:41Z,4.15,4.8,1.8,20.2
GP028,2020-07-29T16:32:42Z,4.15,4.8,1.8,20.2
GP028,2020-07-29T16:32:43Z,3.8,4.8,1.8,20.2
GP028,2020-07-29T16:32:44Z,3.8,4.8,1.7,20.2
GP028,2020-07-29T16:32:45Z,3.75,4.8,1.7,20.2
GP028,2020-07-29T16:32:46Z,3.65,4.8,1.7,20.2
GP028,2020-07-29T16:32:47Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:32:48Z,3.55,4.8,1.7,20.2
GP028,2020-07-29T16:32:49Z,3.55,4.8,1.7,20.2
GP028,2020-07-29T16:32:50Z,3.55,4.8,1.7,20.2
GP028,2020-07-29T16:32:51Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:32:52Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:32:53Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:32:54Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:32:55Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:32:56Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:32:57Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:32:58Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:32:59Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:00Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:01Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:02Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:03Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:04Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:05Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:06Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:07Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:08Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:09Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:10Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:11Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:12Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:13Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:14Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:15Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:16Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:17Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:18Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:19Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:20Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:21Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:22Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:23Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:24Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:25Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:26Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:27Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:28Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:29Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:30Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:31Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:32Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:33Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:34Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:35Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:36Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:37Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:38Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:39Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:40Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:41Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:42Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:43Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:44Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:33:45Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:46Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:47Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:48Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:33:49Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:33:50Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:51Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:52Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:53Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:54Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:33:55Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:56Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:57Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:58Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:33:59Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:00Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:01Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:02Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:03Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:04Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:05Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:06Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:07Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:08Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:09Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:10Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:11Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:12Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:13Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:14Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:15Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:16Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:17Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:18Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:19Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:20Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:21Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:22Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:23Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:24Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:34:25Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:26Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:34:27Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:34:28Z,3.35,4.8,1.7,20.2
GP028,2020-07-29T16:34:29Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:30Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:31Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:34:32Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:34:33Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:34Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:34:35Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:34:36Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:37Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:38Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:34:39Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:34:40Z,3.4,4.8,1.7,20.2
GP028,2020-07-29T16:34:41Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:34:42Z,3.5,4.8,1.7,20.2
GP028,2020-07-29T16:34:43Z,3.45,4.8,1.7,20.2
GP028,2020-07-29T16:34:44Z,3.45,4.8,1.8,20.2
GP028,2020-07-29T16:34:45Z,3.65,4.8,1.8,20.2
GP028,2020-07-29T16:34:46Z,3.7,4.8,1.8,20.2
GP028,2020-07-29T16:34:47Z,3.6,4.8,1.9,20.2
GP028,2020-07-29T16:34:48Z,3.85,4.8,2,20.2
GP028,2020-07-29T16:34:49Z,4.2,4.8,2.2,20.2
GP028,2020-07-29T16:34:50Z,4.3,4.8,2.3,20.2
GP028,2020-07-29T16:34:51Z,4.45,4.8,2.4,20.2
GP028,2020-07-29T16:34:52Z,4.65,4.8,2.5,20.2
GP028,2020-07-29T16:34:53Z,4.75,4.8,2.6,20.2
GP028,2020-07-29T16:34:54Z,4.8,4.8,2.7,20.2
GP028,2020-07-29T16:34:55Z,4.8,4.8,2.8,20.2
GP028,2020-07-29T16:34:56Z,4.95,4.8,2.8,20.2
GP028,2020-07-29T16:34:57Z,5,4.8,2.9,20.2
GP028,2020-07-29T16:34:58Z,5,4.8,3,20.2
GP028,2020-07-29T16:34:59Z,5.05,4.8,3,20.2
GP028,2020-07-29T16:35:00Z,5,4.8,3,20.2
GP028,2020-07-29T16:35:01Z,4.95,4.8,3,20.2
GP028,2020-07-29T16:35:02Z,4.9,4.8,3,20.2
GP028,2020-07-29T16:35:03Z,4.9,4.8,3,20.2
GP028,2020-07-29T16:35:04Z,4.85,4.8,3,20.2
GP028,2020-07-29T16:35:05Z,4.85,4.8,3,20.2
GP028,2020-07-29T16:35:06Z,4.85,4.8,3.1,20.2
GP028,2020-07-29T16:35:07Z,4.85,4.8,3.1,20.2
GP028,2020-07-29T16:35:08Z,4.9,4.8,3.1,20.2
GP028,2020-07-29T16:35:09Z,4.85,4.8,3.1,20.2
GP028,2020-07-29T16:35:10Z,4.85,4.8,3.1,20.2
GP028,2020-07-29T16:35:11Z,4.85,4.8,3.1,20.2
GP028,2020-07-29T16:35:12Z,4.8,4.8,3.1,20.2
GP028,2020-07-29T16:35:13Z,4.8,4.8,3.1,20.2
GP028,2020-07-29T16:35:14Z,4.8,4.8,3.1,20.2
GP028,2020-07-29T16:35:15Z,4.8,4.8,3.1,20.2
GP028,2020-07-29T16:35:16Z,4.75,4.8,3.1,20.2
GP028,2020-07-29T16:35:17Z,4.75,4.8,3.1,20.2
GP028,2020-07-29T16:35:18Z,4.75,4.8,3.1,20.2
GP028,2020-07-29T16:35:19Z,4.75,4.8,3.1,20.2
GP028,2020-07-29T16:35:20Z,4.75,4.8,3.1,20.2
GP028,2020-07-29T16:35:21Z,4.7,4.8,3.1,20.2
GP028,2020-07-29T16:35:22Z,4.7,4.8,3.1,20.2
GP028,2020-07-29T16:35:23Z,4.7,4.8,3.1,20.2
GP028,2020-07-29T16:35:24Z,4.7,4.8,3.1,20.2
GP028,2020-07-29T16:35:25Z,4.7,4.8,3.1,20.2
GP028,2020-07-29T16:35:26Z,NA,4.8,3.1,20.2
GP028,2020-07-29T16:35:27Z,NA,4.8,3.1,20.2
GP028,2020-07-29T16:35:28Z,NA,4.8,3.1,20.2
GP028,2020-07-29T16:35:29Z,NA,4.8,3.2,20.2
GP028,2020-07-29T16:35:30Z,NA,4.8,3.2,20.2
GP028,2020-07-29T16:35:31Z,4.7,4.8,3.2,20.2
GP028,2020-07-29T16:35:32Z,4.7,4.8,3.2,20.2
